s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura
I-AG-38045-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca I,63%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38046-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca I,63%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38047-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca I,63%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38048-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca I,64%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38049-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno con fabbricato rurale,Confisca I,64%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38909-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38910-S,immobili,Sicilia,Agrigento,Menfi,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-38998-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-39469-S,immobili,Sicilia,Agrigento,Ribera,Unità immobiliare a destinazione commerciale e industriale,Altro,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-39509-S,immobili,Sicilia,Agrigento,Licata,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-39549-S,immobili,Sicilia,Agrigento,Campobello di Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-4-S,immobili,Sicilia,Agrigento,Menfi,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-40229-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-40230-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-40245-S,immobili,Sicilia,Agrigento,Montallegro,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-4075-S,immobili,Sicilia,Agrigento,Canicattì,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-4076-S,immobili,Sicilia,Agrigento,Canicattì,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48387-S,immobili,Sicilia,Agrigento,Aragona,Terreno,Terreno agricolo,Confisca def.,24%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48388-S,immobili,Sicilia,Agrigento,Aragona,Terreno,Terreno agricolo,Confisca def.,25%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48760-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,33%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48761-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,33%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48762-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,33%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48763-S,immobili,Sicilia,Agrigento,Lucca Sicula,Terreno,Terreno - non definito,Confisca def.,3%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48764-S,immobili,Sicilia,Agrigento,Lucca Sicula,Terreno,Terreno agricolo,Confisca def.,3%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48765-S,immobili,Sicilia,Agrigento,Burgio,Terreno,Terreno - non definito,Confisca def.,33%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48766-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,33%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-48913-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5012-S,immobili,Sicilia,Agrigento,Favara,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5013-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5014-S,immobili,Sicilia,Agrigento,Agrigento,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5017-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5018-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5019-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5020-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-5021-S,immobili,Sicilia,Agrigento,Agrigento,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60204-S,immobili,Sicilia,Agrigento,Bivona,Terreno,Terreno edificabile,Confisca def.,25%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60217-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Terreno,Terreno con fabbricato rurale,Confisca def.,25%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60218-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Terreno,Terreno agricolo,Confisca def.,12%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60228-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,67%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60229-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,67%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60230-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,67%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60233-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,67%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60235-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare per uso di abitazione e assimilabile,Altro,Confisca def.,67%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60238-S,immobili,Sicilia,Agrigento,Menfi,Terreno,Terreno - non definito,Confisca def.,7%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60246-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare a destinazione commerciale e industriale,"Stalla, scuderia",Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60247-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60249-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Terreno,Terreno - non definito,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60250-S,immobili,Sicilia,Agrigento,Sambuca di Sicilia,Terreno,Terreno - non definito,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60286-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60287-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60288-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60289-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60290-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60291-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60293-S,immobili,Sicilia,Agrigento,Bivona,Terreno,Terreno - non definito,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60294-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60295-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60296-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60297-S,immobili,Sicilia,Agrigento,Naro,Terreno,Terreno con fabbricato rurale,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60305-S,immobili,Sicilia,Agrigento,Bivona,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60386-S,immobili,Sicilia,Agrigento,Bivona,Terreno,Terreno - non definito,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60446-S,immobili,Sicilia,Agrigento,Favara,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60901-S,immobili,Sicilia,Agrigento,Porto Empedocle,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60907-S,immobili,Sicilia,Agrigento,Porto Empedocle,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60908-S,immobili,Sicilia,Agrigento,Porto Empedocle,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60910-S,immobili,Sicilia,Agrigento,Porto Empedocle,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60918-S,immobili,Sicilia,Agrigento,Porto Empedocle,Terreno,Terreno agricolo,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60924-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60925-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60926-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60928-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60929-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60930-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60931-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60933-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60934-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60935-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60937-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60938-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60939-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60942-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60943-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60944-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60945-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60946-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60948-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60949-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60951-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60955-S,immobili,Sicilia,Agrigento,Casteltermini,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60960-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60962-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno con fabbricato rurale,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60963-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60964-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno con fabbricato rurale,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60965-S,immobili,Sicilia,Agrigento,Porto Empedocle,Terreno,Terreno con fabbricato rurale,Confisca def.,50%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60967-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60969-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60970-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60971-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60972-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60973-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60974-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60975-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60976-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60978-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60979-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-60980-S,immobili,Sicilia,Agrigento,Casteltermini,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61027-S,immobili,Sicilia,Agrigento,Montevago,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61028-S,immobili,Sicilia,Agrigento,Montevago,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61038-S,immobili,Sicilia,Agrigento,Montevago,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61039-S,immobili,Sicilia,Agrigento,Siculiana,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61040-S,immobili,Sicilia,Agrigento,Siculiana,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61064-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61117-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61118-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61119-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61120-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61121-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61122-S,immobili,Sicilia,Agrigento,Ribera,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61123-S,immobili,Sicilia,Agrigento,Ribera,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61124-S,immobili,Sicilia,Agrigento,Campobello di Licata,Terreno,Terreno con fabbricato rurale,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61125-S,immobili,Sicilia,Agrigento,Campobello di Licata,Terreno,Terreno con fabbricato rurale,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61126-S,immobili,Sicilia,Agrigento,Campobello di Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61127-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61128-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61129-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61130-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61131-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61132-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61133-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
I-AG-61134-S,immobili,Sicilia,Agrigento,Licata,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Agrigento,Misure di Prevenzione
